,area_type,availability,location,total_sqft,bath,price,price_per_sqft,bhk
2056,4,2,Electronic City,1800,3,95.0,5277.777777777777,3
2057,3,1,Electronic City,630,1,34.65,5500.0,1
2058,4,1,Electronic City,1128,2,63.0,5585.106382978724,2
2059,4,1,Electronic City,1599,3,99.0,6191.369606003753,3
2062,4,2,Electronic City,1070,2,55.0,5140.186915887851,2
2063,4,2,Electronic City,940,2,41.0,4361.702127659574,2
2065,4,1,Electronic City,1128,2,68.75,6094.858156028369,2
2066,4,1,Electronic City,1342,2,73.3,5461.997019374068,2
2067,4,2,Electronic City,1360,2,71.0,5220.588235294118,3
2069,4,1,Electronic City,1265,2,56.93,4500.395256916996,2
2070,4,1,Electronic City,1691,2,102.0,6031.933767001774,3
2071,4,1,Electronic City,1128,2,65.49,5805.851063829787,2
2075,4,2,Electronic City,1070,2,56.1,5242.990654205608,2
2076,1,2,Electronic City,2000,4,120.0,6000.0,4
2077,3,2,Electronic City,890,2,45.0,5056.179775280899,2
2078,4,1,Electronic City,1128,2,65.65,5820.035460992909,2
2079,3,2,Electronic City,865,2,42.0,4855.491329479769,2
2081,4,2,Electronic City,910,2,42.0,4615.384615384615,2
2083,3,2,Electronic City,1360,2,75.0,5514.705882352941,3
2084,4,2,Electronic City,770,1,40.0,5194.805194805195,2
2085,4,2,Electronic City,1128,2,64.0,5673.758865248227,2
2086,4,2,Electronic City,1070,2,54.0,5046.728971962617,2
2089,4,1,Electronic City,1571,3,89.0,5665.1814131126675,3
2090,4,1,Electronic City,1111,3,50.0,4500.450045004501,3
2091,4,2,Electronic City,870,2,39.5,4540.229885057472,2
2093,4,1,Electronic City,1374,2,72.0,5240.174672489083,3
2095,4,1,Electronic City,1128,2,65.35,5793.439716312056,2
2096,4,1,Electronic City,1128,2,65.0,5762.41134751773,2
2097,4,2,Electronic City,755,1,34.0,4503.311258278146,2
2101,4,1,Electronic City,1563,3,91.84,5875.879718490083,3
2102,4,2,Electronic City,1652,3,70.0,4237.28813559322,3
2104,4,1,Electronic City,1025,2,54.5,5317.073170731707,2
2106,4,2,Electronic City,1350,3,58.0,4296.2962962962965,3
2109,4,2,Electronic City,1700,3,75.0,4411.764705882353,3
2111,4,2,Electronic City,1128,2,68.0,6028.368794326241,2
2112,3,2,Electronic City,700,1,35.0,5000.0,1
2113,4,2,Electronic City,1360,2,70.5,5183.823529411765,3
2115,4,2,Electronic City,1571,3,105.0,6683.64099299809,3
2119,3,1,Electronic City,1600,3,104.0,6500.0,3
2122,3,2,Electronic City,1500,2,100.0,6666.666666666667,3
2126,4,1,Electronic City,1152,2,65.0,5642.361111111111,2
2127,4,2,Electronic City,1070,2,60.0,5607.476635514019,2
2128,4,1,Electronic City,1128,2,65.5,5806.737588652482,2
2129,4,2,Electronic City,1200,2,59.0,4916.666666666667,2
2130,4,1,Electronic City,1152,2,65.75,5707.465277777777,2
2132,4,1,Electronic City,1070,2,55.0,5140.186915887851,2
2133,4,2,Electronic City,1060,2,58.0,5471.698113207547,2
2134,4,1,Electronic City,1025,2,54.1,5278.048780487805,2
2139,4,2,Electronic City,1500,2,78.0,5200.0,3
2140,4,1,Electronic City,1213,2,59.32,4890.35449299258,2
2141,4,2,Electronic City,1575,3,90.0,5714.285714285715,3
2142,3,2,Electronic City,435,1,19.5,4482.758620689655,1
2143,3,2,Electronic City,1449,3,100.0,6901.311249137336,3
2145,4,2,Electronic City,1125,2,58.0,5155.555555555556,2
2147,4,2,Electronic City,1575,3,101.0,6412.6984126984125,3
2149,3,2,Electronic City,550,1,12.0,2181.818181818182,1
2150,4,2,Electronic City,919,2,40.0,4352.557127312296,2
2151,4,1,Electronic City,1500,2,78.25,5216.666666666667,3
2152,4,2,Electronic City,1363,2,79.0,5796.038151137197,2
2155,4,2,Electronic City,1108,2,67.15,6060.469314079423,2
2157,4,1,Electronic City,1128,2,65.7,5824.468085106383,2
2159,3,2,Electronic City,1060,2,51.0,4811.320754716981,2
2161,3,1,Electronic City,1650,3,100.0,6060.606060606061,3
2163,4,2,Electronic City,1025,2,49.0,4780.487804878048,2
2165,4,2,Electronic City,1449,3,90.0,6211.180124223602,3
2167,4,2,Electronic City,1070,2,58.0,5420.560747663551,2
2168,4,2,Electronic City,1210,2,54.0,4462.809917355372,2
2169,3,1,Electronic City,1500,2,75.0,5000.0,3
2171,4,2,Electronic City,1070,2,52.0,4859.813084112149,2
2172,4,1,Electronic City,2435,4,119.0,4887.063655030801,4
2177,4,2,Electronic City,1073,2,60.0,5591.798695246971,2
2178,4,1,Electronic City,1500,2,78.0,5200.0,3
2179,4,1,Electronic City,1070,2,47.0,4392.523364485981,2
2180,4,2,Electronic City,1296,2,65.0,5015.432098765432,2
2181,4,1,Electronic City,1140,2,70.93,6221.9298245614045,2
2187,4,1,Electronic City,2093,4,104.0,4968.944099378882,4
2188,4,2,Electronic City,1025,2,53.9,5258.536585365854,2
2189,3,2,Electronic City,940,2,54.0,5744.68085106383,2
2190,4,2,Electronic City,435,1,21.0,4827.586206896552,1
2191,4,1,Electronic City,1500,2,77.5,5166.666666666667,3
2192,4,2,Electronic City,1631,3,80.0,4904.9662783568365,3
2193,4,1,Electronic City,1355,2,67.0,4944.649446494465,2
2196,4,2,Electronic City,435,1,22.0,5057.471264367816,1
2197,3,2,Electronic City,1500,2,63.0,4200.0,3
2198,4,2,Electronic City,1039,2,50.0,4812.319538017325,2
2199,4,2,Electronic City,770,1,39.9,5181.818181818182,2
2202,4,1,Electronic City,1128,2,64.0,5673.758865248227,2
2203,4,1,Electronic City,605,1,13.31,2200.0,1
2205,4,1,Electronic City,530,1,13.5,2547.169811320755,1
2206,4,2,Electronic City,1070,2,53.0,4953.271028037383,2
2209,4,1,Electronic City,1571,3,83.0,5283.259070655633,3
2211,4,2,Electronic City,1350,3,66.0,4888.888888888889,3
2212,4,2,Electronic City,1652,3,110.0,6658.595641646489,3
2216,4,1,Electronic City,1128,2,65.58,5813.829787234043,2
2217,3,2,Electronic City,635,1,28.0,4409.4488188976375,1
2218,4,1,Electronic City,1128,2,65.4,5797.8723404255325,2
2221,4,1,Electronic City,1355,2,72.9,5380.073800738008,2
2225,3,2,Electronic City,770,1,35.0,4545.454545454545,2
2227,4,2,Electronic City,865,2,40.0,4624.277456647399,2
2230,4,2,Electronic City,1108,2,63.0,5685.9205776173285,2
2231,4,1,Electronic City,630,1,40.5,6428.571428571428,1
2234,4,2,Electronic City,605,1,22.0,3636.3636363636365,1
2236,4,2,Electronic City,1070,2,48.0,4485.981308411215,2
2238,4,2,Electronic City,1360,2,70.0,5147.058823529412,3
2239,4,2,Electronic City,635,1,28.0,4409.4488188976375,1
2240,4,1,Electronic City,1128,2,65.45,5802.304964539007,2
2241,4,2,Electronic City,890,2,40.0,4494.38202247191,2
2246,4,2,Electronic City,1360,2,58.0,4264.705882352941,3
2249,4,1,Electronic City,630,1,33.7,5349.20634920635,1
2253,3,2,Electronic City,1400,3,90.0,6428.571428571428,3
2254,3,2,Electronic City,1287,3,55.0,4273.504273504273,3
2255,4,2,Electronic City,1258,2,85.5,6796.502384737679,2
2256,3,2,Electronic City,1386,2,85.0,6132.7561327561325,2
2257,3,2,Electronic City,550,1,27.0,4909.090909090909,1
2258,4,2,Electronic City,1025,2,50.0,4878.048780487805,2
2260,4,2,Electronic City,1070,2,55.0,5140.186915887851,2
2261,4,1,Electronic City,1342,2,72.0,5365.126676602086,2
2262,3,2,Electronic City,1275,3,70.0,5490.196078431372,3
2263,4,2,Electronic City,770,1,38.0,4935.064935064935,2
2268,4,1,Electronic City,1644,3,92.59,5631.995133819952,3
2269,3,2,Electronic City,1250,2,62.0,4960.0,2
2272,4,2,Electronic City,418,1,12.0,2870.813397129187,1
2273,4,1,Electronic City,1128,2,64.8,5744.68085106383,2
2276,3,2,Electronic City,1060,2,55.0,5188.679245283019,2
2277,4,1,Electronic City,710,1,40.42,5692.957746478874,1
2280,4,2,Electronic City,1275,3,63.43,4974.901960784314,3
2281,4,2,Electronic City,1518,3,75.0,4940.711462450593,3
2282,3,1,Electronic City,1090,2,31.48,2888.0733944954127,1
2285,4,2,Electronic City,1060,2,55.0,5188.679245283019,2
2287,4,2,Electronic City,1353,2,75.0,5543.2372505543235,2
2289,4,1,Electronic City,1128,2,67.0,5939.7163120567375,2
2290,3,1,Electronic City,1070,2,57.0,5327.102803738318,2
2291,3,2,Electronic City,1700,3,90.0,5294.117647058823,3
2293,4,2,Electronic City,750,1,35.0,4666.666666666667,1
2294,3,2,Electronic City,1210,2,55.0,4545.454545454545,2
2295,3,1,Electronic City,1070,2,60.0,5607.476635514019,2
2301,4,1,Electronic City,1615,3,97.0,6006.1919504643965,3
2303,4,2,Electronic City,1221,2,68.0,5569.205569205569,2
2305,3,2,Electronic City,1500,3,73.0,4866.666666666667,3
2306,4,2,Electronic City,995,2,48.0,4824.120603015075,2
2307,4,2,Electronic City,1342,2,90.0,6706.408345752608,2
2310,4,1,Electronic City,1128,2,63.5,5629.432624113475,2
2311,4,2,Electronic City,589,1,29.0,4923.599320882852,1
2314,4,2,Electronic City,1575,3,94.5,6000.0,3
2315,4,2,Electronic City,1070,2,48.0,4485.981308411215,2
2316,4,2,Electronic City,1025,2,54.0,5268.292682926829,2
2317,4,2,Electronic City,1500,2,70.0,4666.666666666667,3
2318,4,2,Electronic City,1500,2,64.5,4300.0,3
2320,4,1,Electronic City,2093,4,134.0,6402.293358815098,4
2322,4,1,Electronic City,1355,2,73.0,5387.453874538745,2
2323,4,2,Electronic City,1360,2,64.99,4778.676470588234,3
2324,4,2,Electronic City,1060,2,52.0,4905.66037735849,2
2325,4,1,Electronic City Phase II,1056,2,39.07,3699.810606060606,2
2326,4,1,Electronic City Phase II,1020,2,30.6,3000.0,2
2327,4,2,Electronic City Phase II,1069,2,45.0,4209.541627689429,2
2328,4,1,Electronic City Phase II,630,1,28.35,4500.0,1
2330,4,1,Electronic City Phase II,1000,2,25.0,2500.0,2
2331,3,1,Electronic City Phase II,1090,2,28.34,2600.0,2
2332,4,1,Electronic City Phase II,2225,4,98.88,4444.044943820225,4
2334,4,2,Electronic City Phase II,775,2,38.0,4903.225806451613,2
2335,4,2,Electronic City Phase II,1266,2,59.0,4660.347551342812,2
2336,4,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2339,4,1,Electronic City Phase II,972,2,44.0,4526.748971193416,2
2341,4,2,Electronic City Phase II,1031,2,55.0,5334.62657613967,2
2342,4,1,Electronic City Phase II,1003,2,40.6,4047.8564307078764,2
2343,4,2,Electronic City Phase II,545,1,27.0,4954.128440366972,2
2344,4,2,Electronic City Phase II,1031,2,56.35,5465.56741028128,2
2346,4,1,Electronic City Phase II,1395,2,62.78,4500.358422939068,3
2347,3,1,Electronic City Phase II,1160,2,33.5,2887.9310344827586,2
2348,4,1,Electronic City Phase II,1065,2,30.75,2887.323943661972,2
2349,4,2,Electronic City Phase II,1219,2,61.25,5024.610336341263,2
2351,3,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2352,3,2,Electronic City Phase II,1790,3,100.0,5586.592178770949,3
2353,4,2,Electronic City Phase II,769,2,40.0,5201.560468140442,2
2355,4,2,Electronic City Phase II,900,2,32.5,3611.1111111111113,2
2358,2,1,Electronic City Phase II,993,2,50.0,5035.246727089628,3
2359,4,1,Electronic City Phase II,1418,3,52.47,3700.2820874471086,3
2360,3,2,Electronic City Phase II,1070,2,45.0,4205.607476635514,2
2363,3,1,Electronic City Phase II,1140,2,33.06,2900.0,2
2364,4,1,Electronic City Phase II,1089,2,32.67,3000.0,2
2365,4,2,Electronic City Phase II,1031,2,55.0,5334.62657613967,2
2366,3,2,Electronic City Phase II,1253,2,65.8,5251.3966480446925,2
2368,4,1,Electronic City Phase II,1160,2,33.5,2887.9310344827586,2
2369,4,2,Electronic City Phase II,975,2,45.0,4615.384615384615,3
2370,1,1,Electronic City Phase II,6000,4,260.0,4333.333333333333,4
2371,4,2,Electronic City Phase II,1116,2,37.0,3315.4121863799282,2
2372,3,1,Electronic City Phase II,1125,2,29.25,2600.0,2
2373,4,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2374,4,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2375,3,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2376,3,1,Electronic City Phase II,1165,2,30.29,2600.0,2
2377,4,2,Electronic City Phase II,1031,2,53.0,5140.640155189137,2
2379,3,1,Electronic City Phase II,1065,2,30.88,2899.5305164319248,2
2381,4,2,Electronic City Phase II,1549,3,80.0,5164.622336991608,3
2382,4,2,Electronic City Phase II,1065,2,56.13,5270.422535211268,2
2384,4,2,Electronic City Phase II,920,2,26.0,2826.086956521739,2
2385,4,1,Electronic City Phase II,1140,2,33.84,2968.421052631579,2
2386,4,2,Electronic City Phase II,1219,2,61.26,5025.430680885972,2
2387,3,1,Electronic City Phase II,1252,2,65.0,5191.693290734825,3
2388,3,2,Electronic City Phase II,875,2,40.0,4571.428571428572,3
2389,3,1,Electronic City Phase II,1125,2,32.49,2888.0,2
2391,4,2,Electronic City Phase II,1286,2,69.0,5365.47433903577,2
2393,4,1,Electronic City Phase II,1140,2,32.92,2887.719298245614,2
2394,4,1,Electronic City Phase II,1116,2,40.0,3584.2293906810037,2
2395,3,2,Electronic City Phase II,1150,3,46.0,4000.0,3
2396,4,2,Electronic City Phase II,1192,2,47.0,3942.953020134228,3
2398,4,2,Electronic City Phase II,1020,2,32.0,3137.2549019607845,2
2399,3,2,Electronic City Phase II,1900,3,97.0,5105.263157894737,4
2400,4,1,Electronic City Phase II,1020,2,27.43,2689.2156862745096,2
2401,3,1,Electronic City Phase II,1025,2,26.65,2600.0,2
2402,3,2,Electronic City Phase II,545,1,29.0,5321.100917431193,2
2403,3,1,Electronic City Phase II,1020,2,29.45,2887.2549019607845,2
2404,3,1,Electronic City Phase II,1000,2,28.88,2888.0,2
2406,4,1,Electronic City Phase II,1140,2,28.5,2500.0,2
2407,4,1,Electronic City Phase II,1125,2,32.49,2888.0,2
2408,4,1,Electronic City Phase II,1200,2,34.65,2887.5,2
2409,4,1,Electronic City Phase II,1160,2,52.2,4500.0,2
2410,4,1,Electronic City Phase II,1244,2,55.0,4421.221864951768,2
2411,3,1,Electronic City Phase II,1160,2,33.51,2888.793103448276,2
2414,4,1,Electronic City Phase II,972,2,40.0,4115.22633744856,2
2415,3,1,Electronic City Phase II,1160,2,33.51,2888.793103448276,2
2417,3,1,Electronic City Phase II,1090,2,31.48,2888.0733944954127,2
2418,3,1,Electronic City Phase II,1140,2,32.92,2887.719298245614,2
2419,4,2,Electronic City Phase II,650,1,35.0,5384.615384615385,1
2420,3,2,Electronic City Phase II,1155,2,57.0,4935.064935064935,2
2421,4,2,Electronic City Phase II,1800,3,92.0,5111.111111111111,3
2422,3,2,Electronic City Phase II,1300,2,28.0,2153.846153846154,2
2423,3,1,Electronic City Phase II,1940,4,116.0,5979.381443298969,3
2424,4,1,Electronic City Phase II,1160,2,33.5,2887.9310344827586,2
2425,3,1,Electronic City Phase II,1025,2,29.6,2887.8048780487807,2
2426,4,1,Electronic City Phase II,829,2,22.8,2750.301568154403,2
2427,4,1,Electronic City Phase II,2187,4,105.0,4800.0,4
2428,4,2,Electronic City Phase II,1252,2,67.0,5351.437699680511,2
2430,3,1,Electronic City Phase II,1125,2,32.63,2900.444444444445,2
2431,4,1,Electronic City Phase II,1140,2,34.0,2982.4561403508774,2
2434,4,2,Electronic City Phase II,1252,2,65.0,5191.693290734825,3
2435,4,2,Electronic City Phase II,1135,2,46.0,4052.863436123348,2
2436,4,2,Electronic City Phase II,1305,3,65.0,4980.842911877395,3
2437,3,1,Electronic City Phase II,1165,2,33.64,2887.5536480686696,2
2439,4,1,Electronic City Phase II,1336,2,50.35,3768.7125748502995,3
2440,3,2,Electronic City Phase II,575,1,16.75,2913.0434782608695,1
2441,4,2,Electronic City Phase II,925,2,49.82,5385.945945945946,3
2442,3,1,Electronic City Phase II,1065,2,30.76,2888.262910798122,2
2443,3,1,Electronic City Phase II,1065,2,30.75,2887.323943661972,2
2444,3,1,Electronic City Phase II,1140,2,33.06,2900.0,2
2445,4,2,Electronic City Phase II,911,2,26.5,2908.8913282107574,2
2446,3,1,Electronic City Phase II,1200,2,34.65,2887.5,2
2447,4,2,Electronic City Phase II,1031,2,54.48,5284.190106692531,2
2448,3,2,Electronic City Phase II,545,1,28.0,5137.614678899083,2
2452,4,2,Electronics City Phase 1,1475,3,78.29,5307.796610169492,3
2453,3,2,Electronics City Phase 1,1490,3,78.8,5288.5906040268455,3
2454,4,2,Electronics City Phase 1,1113,2,53.0,4760.74986301616,2
2455,4,2,Electronics City Phase 1,1490,3,84.0,5637.583892617449,3
2462,3,2,Electronics City Phase 1,1015,2,56.0,5517.241379310345,2
2464,4,2,Electronics City Phase 1,1515,2,80.91,5340.59405940594,3
2465,3,2,Electronics City Phase 1,995,2,46.0,4623.115577889447,2
2466,4,2,Electronics City Phase 1,1555,2,82.0,5273.311897106109,3
2467,3,1,Electronics City Phase 1,1340,2,75.0,5597.014925373134,2
2468,4,2,Electronics City Phase 1,650,1,23.0,3538.4615384615386,1
2469,4,2,Electronics City Phase 1,1124,2,55.0,4893.238434163701,3
2470,4,1,Electronics City Phase 1,1175,2,57.0,4851.063829787234,2
2471,4,1,Electronics City Phase 1,755,1,42.41,5617.218543046358,1
2472,3,2,Electronics City Phase 1,580,1,27.0,4655.172413793103,1
2473,3,2,Electronics City Phase 1,940,2,49.0,5212.765957446809,2
2474,4,1,Electronics City Phase 1,1335,2,67.0,5018.7265917603,2
2475,4,1,Electronics City Phase 1,1175,2,69.0,5872.340425531915,2
2476,4,2,Electronics City Phase 1,1113,2,55.0,4941.066551674573,2
2478,3,2,Electronics City Phase 1,1350,3,71.0,5259.259259259259,3
2480,4,2,Electronics City Phase 1,995,2,49.8,5005.025125628141,2
2481,3,2,Electronics City Phase 1,635,1,26.0,4094.488188976378,1
2482,4,1,Electronics City Phase 1,1190,2,68.0,5714.285714285715,2
2484,4,1,Electronics City Phase 1,1450,3,72.54,5002.758620689656,3
2485,4,2,Electronics City Phase 1,360,1,16.9,4694.444444444443,1
2486,3,2,Electronics City Phase 1,638,1,32.0,5015.673981191223,1
2487,4,1,Electronics City Phase 1,1175,2,64.98,5530.212765957447,2
2488,4,2,Electronics City Phase 1,585,1,21.0,3589.74358974359,1
2489,4,1,Electronics City Phase 1,1200,2,59.76,4980.0,2
2490,4,1,Electronics City Phase 1,1145,2,54.0,4716.157205240174,2
2491,4,2,Electronics City Phase 1,1125,2,65.0,5777.777777777777,2
2492,4,2,Electronics City Phase 1,1550,2,82.0,5290.322580645161,3
2494,4,2,Electronics City Phase 1,762,1,45.4,5954.098360655737,1
2495,3,2,Electronics City Phase 1,865,2,40.0,4624.277456647399,2
2499,4,2,Electronics City Phase 1,1800,3,93.0,5166.666666666667,3
2501,4,1,Electronics City Phase 1,1170,2,62.0,5299.145299145299,2
2502,4,1,Electronics City Phase 1,1450,3,79.0,5448.275862068966,3
2503,4,2,Electronics City Phase 1,940,2,48.0,5106.382978723404,2
2504,4,1,Electronics City Phase 1,940,2,44.0,4680.851063829788,2
2505,4,2,Electronics City Phase 1,1300,2,67.0,5153.846153846154,2
2506,3,2,Electronics City Phase 1,1028,2,51.0,4961.089494163424,2
2508,4,1,Electronics City Phase 1,1205,2,60.0,4979.253112033195,2
2510,4,1,Electronics City Phase 1,1305,2,67.0,5134.099616858238,2
2511,4,2,Electronics City Phase 1,755,1,30.12,3989.4039735099336,1
2512,4,2,Electronics City Phase 1,1175,2,60.0,5106.382978723404,2
2513,4,2,Frazer Town,1700,3,180.0,10588.235294117647,3
2514,3,2,Frazer Town,1305,3,95.45,7314.176245210728,3
2515,4,2,Frazer Town,1870,3,185.0,9893.048128342247,3
2516,4,2,Frazer Town,1750,3,150.0,8571.42857142857,3
2518,4,2,Frazer Town,2000,3,200.0,10000.0,3
2519,3,2,Frazer Town,3500,4,330.0,9428.57142857143,3
2520,4,2,Frazer Town,2350,4,285.0,12127.659574468085,3
2521,4,2,Frazer Town,1550,2,140.0,9032.258064516129,2
2522,3,2,Frazer Town,1900,4,145.0,7631.578947368421,3
2523,4,2,Frazer Town,2560,3,265.0,10351.5625,3
2524,4,2,Frazer Town,2400,3,260.0,10833.333333333334,3
2525,4,2,Frazer Town,2560,3,288.0,11250.0,3
2526,3,2,Frazer Town,3436,5,341.0,9924.330616996507,4
2528,3,2,Frazer Town,1315,2,140.0,10646.38783269962,2
2529,4,2,Frazer Town,1706,3,154.0,9026.963657678782,3
2530,3,1,Frazer Town,2079,3,220.0,10582.010582010582,3
2531,3,2,Frazer Town,3435,2,341.0,9927.21979621543,4
2532,4,2,Frazer Town,3436,5,345.0,10040.745052386495,4
2533,4,2,Frazer Town,3100,3,400.0,12903.225806451614,3
2534,4,2,Frazer Town,5400,3,400.0,7407.407407407408,3
2535,4,2,Frazer Town,1180,2,105.0,8898.305084745763,2
2536,4,2,Frazer Town,2900,4,325.0,11206.896551724138,4
2537,4,2,Frazer Town,1870,3,180.0,9625.668449197861,3
2538,1,2,Frazer Town,896,1,100.0,11160.714285714286,1
2539,3,2,Frazer Town,1420,2,120.0,8450.704225352112,2
2540,4,2,GM Palaya,1820,2,86.0,4725.274725274725,3
2541,4,1,GM Palaya,1225,2,47.0,3836.734693877551,2
2542,4,1,GM Palaya,1140,2,48.95,4293.859649122807,2
2543,3,2,GM Palaya,1315,2,65.0,4942.9657794676805,3
2544,4,2,GM Palaya,1315,3,65.0,4942.9657794676805,3
2545,4,2,GM Palaya,1315,3,64.0,4866.920152091255,3
2546,3,2,GM Palaya,1735,3,70.0,4034.5821325648417,3
2547,4,2,GM Palaya,1643,2,70.0,4260.49908703591,3
2548,4,2,Garudachar Palya,1325,2,60.8,4588.679245283019,3
2549,4,2,Garudachar Palya,1060,2,48.7,4594.33962264151,2
2550,4,2,Garudachar Palya,1150,2,52.75,4586.95652173913,2
2551,4,2,Garudachar Palya,1295,2,59.5,4594.594594594595,3
2552,4,2,Garudachar Palya,1320,2,60.6,4590.909090909091,3
2553,4,2,Garudachar Palya,1295,2,59.5,4594.594594594595,3
2554,4,2,Garudachar Palya,1150,2,52.8,4591.304347826087,2
2555,4,2,Garudachar Palya,1150,2,52.8,4591.304347826087,2
2556,4,2,Garudachar Palya,1060,2,48.5,4575.471698113208,2
2557,4,2,Garudachar Palya,1150,2,52.5,4565.217391304348,2
2558,4,2,Garudachar Palya,1325,2,60.8,4588.679245283019,3
2559,4,2,Garudachar Palya,1060,2,48.66,4590.566037735849,2
2560,4,2,Garudachar Palya,1150,2,52.0,4521.739130434783,2
2561,4,2,Garudachar Palya,1154,2,51.8,4488.734835355286,2
2563,1,2,Giri Nagar,880,3,140.0,15909.09090909091,3
2564,1,2,Giri Nagar,2400,4,400.0,16666.666666666668,4
2565,1,2,Giri Nagar,1800,3,252.0,14000.0,3
2566,1,2,Giri Nagar,1350,3,240.0,17777.777777777777,3
2567,1,2,Giri Nagar,2400,4,400.0,16666.666666666668,4
2568,3,2,Giri Nagar,3000,4,375.0,12500.0,6
2569,1,2,Giri Nagar,2400,6,400.0,16666.666666666668,6
2570,1,2,Giri Nagar,600,6,100.0,16666.666666666668,6
2571,1,1,Giri Nagar,1120,4,175.0,15625.0,4
2572,1,2,Giri Nagar,4000,3,750.0,18750.0,4
2573,4,2,Giri Nagar,1200,3,175.0,14583.333333333334,6
2574,3,2,Gollarapalya Hosahalli,861,2,34.5,4006.968641114983,2
2575,4,2,Gollarapalya Hosahalli,1408,3,62.0,4403.409090909091,3
2576,3,2,Gollarapalya Hosahalli,861,2,34.5,4006.968641114983,2
2577,4,2,Gollarapalya Hosahalli,1318,3,54.0,4097.11684370258,3
2578,3,2,Gollarapalya Hosahalli,861,2,36.5,4239.256678281068,2
2579,4,2,Gollarapalya Hosahalli,1320,3,60.0,4545.454545454545,3
2580,3,2,Gollarapalya Hosahalli,1345,3,60.0,4460.966542750929,3
2581,3,2,Gollarapalya Hosahalli,1905,3,86.0,4514.435695538058,4
2582,4,2,Gollarapalya Hosahalli,1318,3,56.0,4248.86191198786,3
2583,4,2,Gollarapalya Hosahalli,1129,2,50.0,4428.697962798937,2
2584,3,2,Gottigere,1100,2,40.0,3636.3636363636365,2
2585,3,2,Gottigere,967,2,45.0,4653.567735263702,2
2586,4,2,Gottigere,1618,3,82.5,5098.887515451174,3
2587,4,2,Gottigere,1222,2,63.0,5155.482815057283,2
2589,4,2,Gottigere,1300,3,65.0,5000.0,3
2590,4,2,Gottigere,950,2,38.0,4000.0,2
2591,4,2,Gottigere,1153,2,48.5,4206.418039895923,2
2592,1,2,Gottigere,812,1,26.0,3201.9704433497536,1
2594,4,2,Gottigere,1460,2,65.0,4452.054794520548,3
2595,4,2,Gottigere,1500,3,70.0,4666.666666666667,3
2596,4,2,Gottigere,1621,3,72.0,4441.702652683529,3
2597,1,2,Gottigere,812,1,26.0,3201.9704433497536,1
2598,4,2,Gottigere,990,2,40.0,4040.40404040404,2
2599,4,2,Gottigere,1235,2,63.0,5101.214574898785,2
2600,4,2,Gottigere,1385,3,64.0,4620.938628158845,3
2601,4,2,Gottigere,1000,2,35.0,3500.0,2
2602,4,2,Gottigere,1010,2,35.0,3465.3465346534654,2
2605,4,2,Gottigere,1435,2,62.0,4320.557491289199,3
2606,3,2,Gottigere,945,2,45.0,4761.9047619047615,2
2608,1,2,Gottigere,2500,3,120.0,4800.0,4
2609,4,2,Gottigere,1230,2,52.0,4227.642276422765,3
2610,4,2,Gottigere,1120,2,50.0,4464.285714285715,2
2611,4,2,Gottigere,1500,3,63.0,4200.0,3
2612,4,2,Gottigere,1200,2,40.0,3333.3333333333335,2
2613,4,2,Gottigere,1280,2,61.0,4765.625,2
2614,4,2,Gottigere,1205,2,56.58,4695.435684647303,2
2615,4,2,Gottigere,1170,2,40.0,3418.803418803419,2
2616,3,2,Gottigere,3000,3,132.0,4400.0,4
2617,4,2,Gottigere,1613,3,72.0,4463.732176069436,3
2618,4,2,Gottigere,1110,2,36.25,3265.765765765766,2
2619,4,2,Gottigere,1245,2,59.0,4738.955823293173,2
2620,4,2,Gottigere,1200,2,50.0,4166.666666666667,2
2621,3,2,Green Glen Layout,1670,3,120.0,7185.62874251497,3
2622,4,2,Green Glen Layout,3250,4,230.0,7076.923076923077,4
2623,4,2,Green Glen Layout,1776,3,105.0,5910.764346269463,3
2624,4,2,Green Glen Layout,3250,4,230.0,7076.923076923077,4
2625,3,2,Green Glen Layout,940,2,56.8,6042.553191489362,2
2626,3,2,Green Glen Layout,1075,2,60.0,5581.395348837209,2
2627,4,2,Green Glen Layout,1715,3,115.0,6705.539358600583,3
2628,4,2,Green Glen Layout,1751,2,115.0,6567.6756139348945,3
2629,4,2,Green Glen Layout,1750,3,130.0,7428.571428571428,3
2630,4,2,Green Glen Layout,1530,3,105.0,6862.745098039216,3
2631,4,2,Green Glen Layout,1752,3,105.0,5993.1506849315065,3
2632,4,2,Green Glen Layout,1680,4,95.0,5654.761904761905,3
2633,4,2,Green Glen Layout,1728,3,125.0,7233.7962962962965,3
2634,4,2,Green Glen Layout,1645,3,110.0,6686.930091185411,3
2635,4,2,Green Glen Layout,1517,3,100.0,6591.957811470006,3
2636,4,2,Green Glen Layout,3150,4,218.0,6920.6349206349205,4
2638,4,2,Green Glen Layout,1750,3,120.0,6857.142857142857,3
2639,4,2,Green Glen Layout,1751,3,115.0,6567.6756139348945,3
2640,4,2,Green Glen Layout,1750,3,105.0,6000.0,3
2641,4,2,Green Glen Layout,1885,3,135.0,7161.803713527852,3
2642,4,2,Green Glen Layout,1715,3,120.0,6997.084548104956,3
2643,4,2,Green Glen Layout,1623,2,105.0,6468.345150897252,3
